,category,rating,label,text_
253,Home_and_Kitchen_5,5,Computer Generated,love wish handl wide veri good qualiti
254,Home_and_Kitchen_5,1,Computer Generated,seem defect seal the way fix throw contain
255,Home_and_Kitchen_5,4,Computer Generated,work great but boy i love fact ca n't turn
256,Home_and_Kitchen_5,5,Computer Generated,these sturdi snap place comfort the reason i gave
257,Home_and_Kitchen_5,5,Computer Generated,these work well the problem small one i
258,Home_and_Kitchen_5,5,User Generated,great color feel soft great price i would recommend
259,Home_and_Kitchen_5,4,User Generated,veri small work n't lot space
260,Home_and_Kitchen_5,1,User Generated,burn hell hand doe n't work high temp
261,Home_and_Kitchen_5,5,User Generated,work fast replac one i broke
262,Home_and_Kitchen_5,5,User Generated,thi shower curtain beauti nice fabric look great bathroom
263,Home_and_Kitchen_5,4,User Generated,use work staff hold well
264,Home_and_Kitchen_5,5,User Generated,great mug husband say one favorit
265,Home_and_Kitchen_5,5,User Generated,work great small space i closet
266,Home_and_Kitchen_5,3,User Generated,wa gift n't know it beauti
267,Home_and_Kitchen_5,5,User Generated,thi product actual work tri use definit differ
268,Home_and_Kitchen_5,5,User Generated,veri happi qualiti merchandis speedi deliveri
269,Home_and_Kitchen_5,5,User Generated,american made love i need match measur cup
270,Home_and_Kitchen_5,3,User Generated,not enough whole pie would need two three set
271,Home_and_Kitchen_5,5,User Generated,veri impress qualiti it great size bag durabl
272,Home_and_Kitchen_5,5,User Generated,doe suppos hot water flash
273,Home_and_Kitchen_5,4,User Generated,fantast goblet store lot fluid like wine beer
274,Home_and_Kitchen_5,5,User Generated,doe n't get warm even sit hour
275,Home_and_Kitchen_5,5,User Generated,i ca n't believ low price qualiti love
276,Home_and_Kitchen_5,4,User Generated,thi reorder rate whwn origin purchas
277,Home_and_Kitchen_5,5,User Generated,make good cup coffe take cup
278,Home_and_Kitchen_5,5,User Generated,i order husband ... love set ... especi noodl strainer
279,Home_and_Kitchen_5,1,User Generated,plastic thread socket bulb sent fit
280,Home_and_Kitchen_5,3,User Generated,nice n't total unpack yet gift styrofoam place
281,Home_and_Kitchen_5,2,User Generated,n't last long pull along otherwis 's ok
282,Home_and_Kitchen_5,5,User Generated,exactli i look love clear
283,Home_and_Kitchen_5,5,User Generated,these great toilet brush holder sleek design appear well made
284,Home_and_Kitchen_5,5,User Generated,excel servic arriv quickli promis thi love lamp
285,Home_and_Kitchen_5,5,User Generated,i love small littl cooki cutter job perfectli
286,Home_and_Kitchen_5,4,User Generated,make keep track shoe easier floor visibl
287,Home_and_Kitchen_5,5,User Generated,wonder product ship promptli order ten set gift
288,Home_and_Kitchen_5,3,User Generated,slow toast rye bread becom rock hard 's toast
289,Home_and_Kitchen_5,3,User Generated,i find bit soft overal 's ok
290,Home_and_Kitchen_5,4,User Generated,i bought one corner broken
291,Home_and_Kitchen_5,5,User Generated,i want the perfect pasta cereal ice cream soup bowl ever perfect size cereal
292,Home_and_Kitchen_5,5,User Generated,i love blue air product filter cover awesom
293,Home_and_Kitchen_5,5,User Generated,love good qualiti nice soft night light nois variat
294,Home_and_Kitchen_5,2,User Generated,work ok one time fell apart becam unus
295,Home_and_Kitchen_5,5,User Generated,is good strong suction vacuum world 's good carpet also
296,Home_and_Kitchen_5,5,User Generated,nice floral dead head water
297,Home_and_Kitchen_5,5,User Generated,the lght work beauti bright
298,Home_and_Kitchen_5,5,User Generated,work rum infus chocol cover strawberri mold chocol heart
299,Home_and_Kitchen_5,5,User Generated,the shell beauti i 'm look thank
300,Home_and_Kitchen_5,5,User Generated,good qualiti great price a tad loo '' mattress
301,Home_and_Kitchen_5,5,User Generated,sturdi great addit eat breakfast nook
302,Home_and_Kitchen_5,5,User Generated,classic sturdi function perfect keep honey room temperatur
303,Home_and_Kitchen_5,5,User Generated,wonder great size throw dishwash area great
304,Home_and_Kitchen_5,1,User Generated,thi one came broken the handl broken piec
305,Home_and_Kitchen_5,5,User Generated,sturdi hold cami make easi access
306,Home_and_Kitchen_5,5,Computer Generated,beauti shower curtain just i want look good bathroom
307,Home_and_Kitchen_5,5,Computer Generated,i use contain coupl week i realli love i one
308,Home_and_Kitchen_5,5,Computer Generated,love way top hold suction cup i also love suction cup
309,Home_and_Kitchen_5,5,Computer Generated,love candl ... order ... also candl burn coupl week
310,Home_and_Kitchen_5,5,Computer Generated,use white eleph 's thin like
311,Home_and_Kitchen_5,5,Computer Generated,my daughter love we month 's great
312,Home_and_Kitchen_5,5,Computer Generated,for singl cup coffe feel coffe tast fresher coffe tast lighter
313,Home_and_Kitchen_5,1,Computer Generated,not i expect old one i keep futur
314,Home_and_Kitchen_5,5,Computer Generated,unpack use soon arriv i littl surpris well one
315,Home_and_Kitchen_5,2,Computer Generated,veri flimsi blackout curtain not easi task put togeth also dimens
316,Home_and_Kitchen_5,5,Computer Generated,a standard christma present friend love the reason i gave
317,Home_and_Kitchen_5,5,Computer Generated,look fantast guest room the problem 's realli vacuum
318,Home_and_Kitchen_5,5,Computer Generated,so easi put i love look feel pillow
319,Home_and_Kitchen_5,5,Computer Generated,i absolut love we month 's great
320,Home_and_Kitchen_5,5,Computer Generated,fit oz ozark i love fact come small
321,Home_and_Kitchen_5,5,Computer Generated,such amaz product look amaz kitchen i definit buy veri pretti
322,Home_and_Kitchen_5,5,Computer Generated,perfect size egg coupl reason i need lot egg white
323,Home_and_Kitchen_5,5,Computer Generated,great straw durabl last long time the reason i gave
324,Home_and_Kitchen_5,4,Computer Generated,doe job thinner profession blender i say 's pretti good
325,Home_and_Kitchen_5,5,Computer Generated,nice made great keep open space shelf veri well made
326,Home_and_Kitchen_5,4,Computer Generated,fit well seem last long time veri good qualiti
327,Home_and_Kitchen_5,5,Computer Generated,i love perfect i need i 've mine coupl year
328,Home_and_Kitchen_5,4,Computer Generated,look pretti see wear tear overal right size
329,Home_and_Kitchen_5,5,Computer Generated,excel product second i love look feel pillow
330,Home_and_Kitchen_5,5,Computer Generated,ergonom correct the problem realli
331,Home_and_Kitchen_5,5,Computer Generated,mom love perfect summer.veri good quality.nic sturdi sturdi
332,Home_and_Kitchen_5,1,Computer Generated,tini spatula unless use profession spatula need make sure
333,Home_and_Kitchen_5,5,Computer Generated,purchas 10-year-old daughter arthriti hand
334,Home_and_Kitchen_5,5,Computer Generated,easi set sturdi easi clean i purchas veri pretti
335,Home_and_Kitchen_5,5,Computer Generated,still good product read reviews.veri good quality.nic sturdi function
336,Home_and_Kitchen_5,5,Computer Generated,i use bag store contain thick sturdi they easi
337,Home_and_Kitchen_5,3,Computer Generated,i thought would good addit kitchen i also larg kitchen
338,Home_and_Kitchen_5,4,Computer Generated,complement differ color scheme vibrant comfort
339,Home_and_Kitchen_5,4,Computer Generated,softer expens expens expens model i 'm sure
340,Home_and_Kitchen_5,4,Computer Generated,i put bottl wine freezer still fresh i one
341,Home_and_Kitchen_5,4,Computer Generated,small compact travel mug design design travel mug
342,Home_and_Kitchen_5,5,Computer Generated,work like charm item look great materi good i larg one
343,Home_and_Kitchen_5,5,Computer Generated,love use daili best i keep review.veri pretti
344,Home_and_Kitchen_5,5,Computer Generated,item exactli describ arriv good seal the dimens
345,Home_and_Kitchen_5,5,Computer Generated,great pug dog treat it 's good size lid strong enough
346,Home_and_Kitchen_5,3,Computer Generated,doe fit husband bed it 's small i would order one
347,Home_and_Kitchen_5,2,Computer Generated,thi i want the qualiti i want the dimens
348,Home_and_Kitchen_5,5,Computer Generated,veri comfort help wrist the problem 's realli vacuum
349,Home_and_Kitchen_5,5,Computer Generated,do n't wast time buy set thin need clean everi
350,Home_and_Kitchen_5,3,Computer Generated,i wish i bought sooner great product price it
351,Home_and_Kitchen_5,3,User Generated,wish thicker the cute polka dot pretti much disappear bake
352,Home_and_Kitchen_5,5,User Generated,the hook great hang star ceil and great price
353,Home_and_Kitchen_5,1,User Generated,return exchang twice base broken everi time over
354,Home_and_Kitchen_5,5,User Generated,thi knife sharp care work perfect need
355,Home_and_Kitchen_5,5,User Generated,nice travel take itali ice rather scarc
356,Home_and_Kitchen_5,3,User Generated,if handl bit thicker/strong great product
357,Home_and_Kitchen_5,1,User Generated,do not buy quit work le month purchas
358,Home_and_Kitchen_5,4,User Generated,sturdi expect wobbl job though
359,Home_and_Kitchen_5,5,User Generated,blue color much better pictur good price qualiti
360,Home_and_Kitchen_5,1,User Generated,the knob end rod broke not good qualiti product
361,Home_and_Kitchen_5,5,User Generated,they hold cloth the yellow stuff n't rub good hangar
362,Home_and_Kitchen_5,4,User Generated,a littl shorter expect tri next christma
363,Home_and_Kitchen_5,5,User Generated,love sheet soft cotton feel fit king waterb
364,Home_and_Kitchen_5,4,User Generated,other mention cord kinda small hose kinda stiff
365,Home_and_Kitchen_5,5,User Generated,got daughter new place she seem love
366,Home_and_Kitchen_5,5,User Generated,these realli fun alic wonderland theme parti
367,Home_and_Kitchen_5,5,User Generated,thi beauti tabl runner look great antiqu tabl
368,Home_and_Kitchen_5,5,User Generated,work expect good price not much say balloon weight
369,Home_and_Kitchen_5,4,User Generated,nice easi assembl serv 's purpos function aesthet
370,Home_and_Kitchen_5,5,User Generated,these use attract they made old knive obsolet
371,Home_and_Kitchen_5,5,User Generated,work great le shark brand wiil bought
372,Home_and_Kitchen_5,5,User Generated,thi exactli advertis doe to get moldi easi clean
373,Home_and_Kitchen_5,4,User Generated,nice design great speed .. it work excel home made tamal
374,Home_and_Kitchen_5,1,User Generated,smell good broken glass crack bad
375,Home_and_Kitchen_5,1,User Generated,i sent soap fish look noth like pictur catti
376,Home_and_Kitchen_5,4,User Generated,great product 's job well hold lunch sever day week
377,Home_and_Kitchen_5,5,User Generated,cute lunchbox great preschool fit plenti food easi clean
378,Home_and_Kitchen_5,5,User Generated,nice qualiti i bought use solo campfir stove
379,Home_and_Kitchen_5,5,User Generated,ca n't beat time test design easi instal ... highli function ... price right
380,Home_and_Kitchen_5,3,User Generated,in term overal durabl 're great scratch easili
381,Home_and_Kitchen_5,5,User Generated,so far good and weird smell unlik mani plastic liner
382,Home_and_Kitchen_5,5,User Generated,fantast design no debri fall end design
383,Home_and_Kitchen_5,5,User Generated,nice size fit perfectli love ad organ provid
384,Home_and_Kitchen_5,5,User Generated,i use pot everyth thi second purchas
385,Home_and_Kitchen_5,5,User Generated,veri plea product arriv time manner exactli shown
386,Home_and_Kitchen_5,5,User Generated,great mudrooma towel rack wonder project
387,Home_and_Kitchen_5,5,User Generated,sooooooo cute i love ador well made total worth price
388,Home_and_Kitchen_5,5,User Generated,i got gift son
389,Home_and_Kitchen_5,5,User Generated,hygien great look el want toilet brush
390,Home_and_Kitchen_5,5,User Generated,i bar rim salt margarita look sleek
391,Home_and_Kitchen_5,3,User Generated,return i thought i order bed trundl
392,Home_and_Kitchen_5,5,User Generated,thi clock larg easi read inexpens get job done
393,Home_and_Kitchen_5,5,User Generated,great tool .... knive sharp i purchas new
394,Home_and_Kitchen_5,5,User Generated,super cute great price have blue white
395,Home_and_Kitchen_5,4,User Generated,bought gift daughter seem great buy
396,Home_and_Kitchen_5,5,Computer Generated,veri good buy price the problem 's kind hard put
397,Home_and_Kitchen_5,1,Computer Generated,doe n't fit queen bed the materi thick thin queen bed
398,Home_and_Kitchen_5,5,Computer Generated,great product ... have had corel for year wonder product
399,Home_and_Kitchen_5,5,Computer Generated,keep cold drink cold hot drink hot cold drink hot the reason i gave
400,Home_and_Kitchen_5,5,Computer Generated,it exactli decrib shown pictur the actual dimens
401,Home_and_Kitchen_5,5,Computer Generated,not ottoman look nice 's comfort look nice countertop
402,Home_and_Kitchen_5,4,Computer Generated,the glass wonder color vibrant design nice touch
403,Home_and_Kitchen_5,5,Computer Generated,i bought gift daughter love it 's great
404,Home_and_Kitchen_5,5,Computer Generated,great product servic i use everyday.veri comfort i love veri pretti
405,Home_and_Kitchen_5,1,Computer Generated,these curtain n't wide i expect i expect tighter curtain
406,Home_and_Kitchen_5,5,Computer Generated,easi use pie edg littl thin i keep mind make
407,Home_and_Kitchen_5,5,Computer Generated,total work i use everyday it easi clean i
408,Home_and_Kitchen_5,4,Computer Generated,the color good look good materi good qualiti good
409,Home_and_Kitchen_5,5,Computer Generated,it 's amaz look wall i keep long time
410,Home_and_Kitchen_5,5,Computer Generated,these knive n't nice 're also sharp the blade sharp
411,Home_and_Kitchen_5,5,Computer Generated,i love set it look great color vibrant i larg collect
412,Home_and_Kitchen_5,4,Computer Generated,great cupcak holder look nice sturdi instruct littl mislead
413,Home_and_Kitchen_5,5,Computer Generated,my wife make cooki last two year 's happi way 's
414,Home_and_Kitchen_5,3,Computer Generated,the pillow excess firm i older version pillow littl larger
415,Home_and_Kitchen_5,5,Computer Generated,i grow spice herb i need kitchen
416,Home_and_Kitchen_5,5,Computer Generated,high qualiti work well solid materi the problem 's realli vacuum
417,Home_and_Kitchen_5,5,Computer Generated,handl heavi pan without tip the problem 's kind hard put
418,Home_and_Kitchen_5,3,Computer Generated,look nice small liking.veri good quality.nic sturdi function
419,Home_and_Kitchen_5,5,Computer Generated,just stun clean modern we month
420,Home_and_Kitchen_5,5,Computer Generated,realli l ike item we month 's
421,Home_and_Kitchen_5,5,Computer Generated,perfect white desk i love look feel chair
422,Home_and_Kitchen_5,5,Computer Generated,gorgeou industri feel easi use the problem 's realli
423,Home_and_Kitchen_5,4,Computer Generated,exactli describ purchas gift recipi love
424,Home_and_Kitchen_5,5,Computer Generated,these nice size nice qualiti i keep next coupl
425,Home_and_Kitchen_5,4,Computer Generated,knive look well kitchen the problem 's realli strong one
426,Home_and_Kitchen_5,5,Computer Generated,veri pretti size perfect it thick enough hold small person
427,Home_and_Kitchen_5,5,Computer Generated,use mattress kept sheet comfort i also mattress
428,Home_and_Kitchen_5,4,Computer Generated,comfort but made for a lot of use i 've mine coupl
429,Home_and_Kitchen_5,5,Computer Generated,so far thing great addit kitchen i larg kitchen
430,Home_and_Kitchen_5,3,Computer Generated,fit well not thick one 's still nice one
431,Home_and_Kitchen_5,5,Computer Generated,these icetray realli easy-releas design make work
432,Home_and_Kitchen_5,1,Computer Generated,the scale accur bit larg the scale
433,Home_and_Kitchen_5,5,Computer Generated,i use laundri 's good size it 's coupl
434,Home_and_Kitchen_5,3,Computer Generated,these sheet thin wide open i purchas differ size
435,Home_and_Kitchen_5,5,Computer Generated,these exactli i need the problem small one i
436,Home_and_Kitchen_5,2,Computer Generated,love stop work within week thing i turn
437,Home_and_Kitchen_5,5,Computer Generated,love wife i veri good qualiti
438,Home_and_Kitchen_5,5,Computer Generated,make sure follow direct easi follow i keep review
439,Home_and_Kitchen_5,5,Computer Generated,the cushion work well intend the reason i gave
440,Home_and_Kitchen_5,4,User Generated,n't last long burn long wo n't float
441,Home_and_Kitchen_5,5,User Generated,i use make beer chicken smoker clean easili
442,Home_and_Kitchen_5,5,User Generated,soft soft soft we love we would order without hesit
443,Home_and_Kitchen_5,5,User Generated,perfect small scale easi use compact size make conveni travel
444,Home_and_Kitchen_5,5,User Generated,i love pitcher perfect tea n't drip everyth
445,Home_and_Kitchen_5,5,User Generated,everi bit good name brand hesit get
446,Home_and_Kitchen_5,5,User Generated,perfect size kitchen easi assembl veri happi cart
447,Home_and_Kitchen_5,3,User Generated,did n't realli help make differ must time new robot
448,Home_and_Kitchen_5,5,User Generated,these hook gorgeou they realli add eleg touch shower curtain
449,Home_and_Kitchen_5,5,User Generated,love color love lightweight the bowl much larger expect
450,Home_and_Kitchen_5,5,User Generated,thi item 's bulki small apart counter top work like charm
451,Home_and_Kitchen_5,5,User Generated,love love love coffe maker it perfect size rv
452,Home_and_Kitchen_5,4,User Generated,work well even partial submerg make froth easi beginn like
453,Home_and_Kitchen_5,4,User Generated,went togeth ok look good corner the color dark
454,Home_and_Kitchen_5,5,User Generated,you rare use ac live somewher humid
455,Home_and_Kitchen_5,5,User Generated,gift for husband ha sharpen everi knife in the hous work well no problem
456,Home_and_Kitchen_5,5,User Generated,these nice towel absorb well get readi see come gray
457,Home_and_Kitchen_5,4,User Generated,nice product much experi thing roller awesom ..
458,Home_and_Kitchen_5,4,User Generated,plastic littl flimsi hold mani photo keep safe
459,Home_and_Kitchen_5,5,User Generated,thi knife sharpen work realli well i also sharpen sew scissor
460,Home_and_Kitchen_5,5,User Generated,thi product sturdi nice design will last last
461,Home_and_Kitchen_5,4,User Generated,decent price i use behind love seat ... work
462,Home_and_Kitchen_5,4,User Generated,definit water proof worth price keep dust dirt away
463,Home_and_Kitchen_5,3,User Generated,veri nice care handl the edg crack easili
464,Home_and_Kitchen_5,5,User Generated,had mismatch header v bed frame thi work great have recommend sinc
465,Home_and_Kitchen_5,5,User Generated,it gift daughter said realli work well
466,Home_and_Kitchen_5,3,User Generated,kind cheap realli thin metal trick exactli youd expect 1.99
467,Home_and_Kitchen_5,5,User Generated,love product wish built razor cut otherwis i 'm happi
468,Home_and_Kitchen_5,5,User Generated,cute granddaught play kitchen set
469,Home_and_Kitchen_5,5,User Generated,a gift granddaught saw mine love
470,Home_and_Kitchen_5,5,User Generated,thi work great skin hair definit recommend other
471,Home_and_Kitchen_5,5,User Generated,simpli put fantast veri happi purchas thank
472,Home_and_Kitchen_5,5,User Generated,easi cut let right amount light keep peeper
473,Home_and_Kitchen_5,5,User Generated,my wife i put togeth rather quickli look realli good
474,Home_and_Kitchen_5,5,User Generated,good price look love window i 've gotten mani compliment
475,Home_and_Kitchen_5,5,User Generated,these great the mount hold bottl well come easi
476,Home_and_Kitchen_5,5,User Generated,cart i got well worth money i paidi
477,Home_and_Kitchen_5,5,User Generated,enhanc mood purifi air doubl beauti night light
478,Home_and_Kitchen_5,1,User Generated,do n't bend them or they will split they need to be more resili
479,Home_and_Kitchen_5,5,User Generated,doe n't get better outstand qualiti just right size
480,Home_and_Kitchen_5,5,User Generated,frame awesom price love mat includ
481,Home_and_Kitchen_5,5,User Generated,excel my husband also use find tini bolt drop carpet ...
482,Home_and_Kitchen_5,5,User Generated,excel mug great detail pictur describ work expect
483,Home_and_Kitchen_5,4,User Generated,thi seem work pretti well though could bit bigger
484,Home_and_Kitchen_5,5,Computer Generated,clean knive real fast breez i keep knive drawer
485,Home_and_Kitchen_5,5,Computer Generated,beauti littl set nice color love color love bright
486,Home_and_Kitchen_5,5,Computer Generated,thi simpl tool awesom i love feel handl
487,Home_and_Kitchen_5,4,Computer Generated,nice littl cook pot we month use everi
488,Home_and_Kitchen_5,2,Computer Generated,work awhil last coupl week wife love
489,Home_and_Kitchen_5,5,Computer Generated,thi 3rd steam kettl it good handl quiet
490,Home_and_Kitchen_5,5,Computer Generated,i love stand mixer the qualiti i want mixer
491,Home_and_Kitchen_5,5,Computer Generated,great littl gadget bought one daughter love she also love way
492,Home_and_Kitchen_5,5,Computer Generated,these sheet soft they lightweight comfort i love i put
493,Home_and_Kitchen_5,5,Computer Generated,i love contain easi store long handl make easi move around
494,Home_and_Kitchen_5,5,Computer Generated,ive order multipl time best i keep review sure
495,Home_and_Kitchen_5,5,Computer Generated,love clean easili love love
496,Home_and_Kitchen_5,5,Computer Generated,wife love especi size long handl the reason i
497,Home_and_Kitchen_5,4,Computer Generated,one panel small chip mark bottom small scratch insid
498,Home_and_Kitchen_5,5,Computer Generated,i n't know fuss i say 's pretti
499,Home_and_Kitchen_5,5,Computer Generated,a littl pricey begin month 's still must anyon
500,Home_and_Kitchen_5,5,Computer Generated,it 's work well far we wide wooden leg travel trailer upright
